"CÓDIGO","DESCRIPCION","LATITUD","LONGITUD","DIRECCIÓN","C.P.","POBLACION","PROVINCIA","PAIS","CERCANIAS","FEVE"
"11208","VITORIA/GASTEIZ","42,8415284","-2,6726651","PLAZUELA DE LA ESTACION, 1","01005","Vitoria-Gasteiz","Araba/Álava","España","NO","NO"
"11212","AGURAIN/SALVATIERRA DE ALAVA","42,8464369","-2,3892266","TREBIÑO KALEA, S/N","01200","Salvatierra/Agurain","Araba/Álava","España","NO","NO"
"11213","ARAIA","42,8694713","-2,3068018","CALLE ESTACION FERROCARRIL, S/N","01208","Arraia-Maeztu","Araba/Álava","España","NO","NO"
"11203","MANZANOS","42,7428754","-2,8675305","RIO ZADORRA KALEA, S/N","01220","Ribera Baja/Erribera Beitia","Araba/Álava","España","NO","NO"
"11205","NANCLARES-LANGRAIZ","42,8162344","-2,8049335","LA ESTACION KALEZ, S/N","01230","Iruña Oka/Iruña de Oca","Araba/Álava","España","NO","NO"
"11210","ALEGRIA-DULANTZI","42,8488289","-2,5145516","CALLE ESTACION FERROCARRIL, S/N","01240","Alegría-Dulantzi","Araba/Álava","España","NO","NO"
"13104","SANTA CRUZ DE LLODIO","43,132826","-2,969878","POLIGONO INDRUSTRIALDEA, S/N","01400","Laudio/Llodio","Araba/Álava","España","SI","NO"
"13106","LLODIO","43,14236","-2,960654","JOSE MATIA KALEA, S/N","01400","Laudio/Llodio","Araba/Álava","España","SI","NO"
"13107","ARETA","43,145122","-2,94342","ESTACION BIDEA, 4","01400","Laudio/Llodio","Araba/Álava","España","SI","NO"
"13103","LUIAONDO","43,093579","-2,999671","OLOSTE KALEA, S/N","01408","Ayala/Aiara","Araba/Álava","España","SI","NO"
"13101","AMURRIO","43,049155","-3,001748","KALEA DIONISIO ALDAMA, 15","01470","Amurrio","Araba/Álava","España","SI","NO"
"13102","SALBIO","43,074147","-2,999397","URRIETA KALEA, S/N","01470","Amurrio","Araba/Álava","España","SI","NO"
"13116","IÑARRATXU","43,035792","-3,003896","SARATXO ENTITATEA, S/N","01470","Amurrio","Araba/Álava","España","SI","NO"
"13121","AMURRIO IPARRALDE","43,05771","-2,996331","JUAN DE ARANOA KALEA, S/N","01470","Amurrio","Araba/Álava","España","SI","NO"
"60600","ALBACETE LOS LLANOS","39,0002979","-1,8487356","CALLE FEDERICO GARCIA LORCA, 1","02001","Albacete","Albacete","España","NO","NO"
"60507","LA GINETA","39,1117194","-2,000316","CALLE SANTA ANA, S/N","02110","Gineta, La","Albacete","España","NO","NO"
"61005","HELLIN","38,5088565","-1,688572","PASEO YUTERA DEL CARMEN, S/N","02400","Hellín","Albacete","España","NO","NO"
"60500","VILLARROBLEDO","39,2608516","-2,5985537","CALLE JUAN FERREIRA, S/N","02600","Villarrobledo","Albacete","España","NO","NO"
"60503","MINAYA","39,240726","-2,3484434","CALLE ESTACION FERROCARRIL, S/N","02620","Minaya","Albacete","España","NO","NO"
"60505","LA RODA DE ALBACETE","39,199397","-2,1628953","PLAZA ESTACION FERRACARRIL, S/N","02630","Roda, La","Albacete","España","NO","NO"
"60800","ALMANSA","38,8677729","-1,1054355","PLAZA PRIMERO DE MAYO, 1","02640","Almansa","Albacete","España","NO","NO"
"60901","CAUDETE","38,7161493","-0,9597129","CARRETERA CV-656 - ESTACION FERROCARRIL, S/N","02660","Caudete","Albacete","España","NO","NO"
"60911","ALACANT-TERMINAL","38,3444718","-0,494986","AVENIDA SALAMANCA, 1","03005","Alicante/Alacant","Alicante/Alacant","España","SI","NO"
"62109","SANT GABRIEL","38,3254162","-0,5110989","AVENIDA DE ELCHE, S/N","03005","Alicante/Alacant","Alicante/Alacant","España","SI","NO"
"62102","ELX-CARRUS","38,2685601","-0,7081489","AVENIDA DE LA LIBERTAD, S/N","03201","Elche/Elx","Alicante/Alacant","España","SI","NO"
"62103","ELX-PARC","38,2726","-0,6918606","AVENIDA DEL FERROCARRIL, 10","03202","Elche/Elx","Alicante/Alacant","España","SI","NO"
"62002","ORIHUELA MIGUEL HERNANDEZ","38,076976","-0,9457302","AVENIDA TEODOMIRO, 68","03300","Orihuela","Alicante/Alacant","España","SI","NO"
"62104","TORRELLANO","38,2893867","-0,5831663","CALLE CASA CAMPO TORRELLANO ALTO P3, 82","03320","Elche/Elx","Alicante/Alacant","España","SI","NO"
"62101","CREVILLENTE","38,2243441","-0,7813096","BARRIO ESTACION FERROCARRIL, S/N","03330","Crevillent","Alicante/Alacant","España","SI","NO"
"62100","SAN ISIDRO-ALBATERA-CATRAL","38,1670053","-0,8379982","CAMINO DE LA ESTACION, 16","03349","Albatera","Alicante/Alacant","España","SI","NO"
"62003","CALLOSA DE SEGURA","38,1232945","-0,873864","PASEO ESTACION FERROCARRIL, S/N","03360","Callosa de Segura","Alicante/Alacant","España","SI","NO"
"03309","VILLENA ALTA VELOCIDAD","38,5846082","-0,8734737","PARTIDA DE SAN JUAN, 182","03400","Villena","Alicante/Alacant","España","NO","NO"
"60902","VILLENA","38,631817","-0,867668","RONDA DE LA ESTACION, S/N","03400","Villena","Alicante/Alacant","España","NO","NO"
"60900","LA ENCINA","38,7653779","-0,9542829","AVENIDA CONSTITUCION, 1","03408","Villena","Alicante/Alacant","España","NO","NO"
"60905","ELDA-PETRER","38,484919","-0,8010553","CALLE GALICIA, S/N","03600","Elda","Alicante/Alacant","España","NO","NO"
"60904","SAX","38,5447527","-0,8142178","LUIS BARCELO SANTOJA, 25","03630","Sax","Alicante/Alacant","España","NO","NO"
"60907","NOVELDA-ASPE","38,4071671","-0,7777287","CALLE RAFAEL ALTAMIRA, S/N","03660","Novelda","Alicante/Alacant","España","NO","NO"
"60913","SANT VICENT CENTRE","38,3446978","-0,4957583","VIAL DEL TERRAPLEN, S/N","03690","San Vicente del Raspeig/Sant Vicent del Raspeig","Alicante/Alacant","España","SI","NO"
"60914","UNIVERSIDAD DE ALICANTE","38,3446978","-0,4957583","CARRETERA DE SAN VICENTE DEL RASPEIG - ESTACION FERROCARRIL, S/N","03690","Alicante/Alacant","Alicante/Alacant","España","SI","NO"
"69011","ALCOI","38,7094901","-0,4702863","AVENIDA TIRANT LO BLANC, 8","03804","Alcoy/Alcoi","Alicante/Alacant","España","NO","NO"
"69010","COCENTAINA","38,7407086","-0,4470622","CARRER PUJADA A SANTA BARBARA, 29","03820","Cocentaina","Alicante/Alacant","España","NO","NO"
"69009","AGRES","38,7968366","-0,5217951","CALLE ESTACION FERROCARRIL, S/N","03837","Agres","Alicante/Alacant","España","NO","NO"
"56312","ALMERIA","36,8346609","-2,4561659","PLAZA ESTACION FERROCARRIL, S/N","04006","Almería","Almería","España","NO","NO"
"56305","GERGAL","37,1088805","-2,5915216","CARRETERA AL-3410 - ESTACION FERROCARRIL, S/N","04458","Gérgal","Almería","España","NO","NO"
"56301","FIÑANA","37,1847081","-2,839647","CARRETERA AL-6401 - DISEMINADO CORTIJO FAZ,S/N","04500","Fiñana","Almería","España","NO","NO"
"56308","GADOR","36,9515917","-2,4874696","CARRETERA AL-3411 - CALLE RETIRO, S/N","04560","Gádor","Almería","España","NO","NO"
"07001","PULPI","37,399982","-1,75019","CALLE FERROCARRIL, 1","04640","Pulpí","Almería","España","SI","NO"
"07003","JARAVIA","37,392451","-1,693058","CALLE PILAR, S/N","04648","Pulpí","Almería","España","SI","NO"
"10400","AVILA","40,657203","-4,683319","PASEO ESTACION FERROCARRIL, S/N","05001","Ávila","Ávila","España","NO","NO"
"10302","GUIMORCONDO","40,6490138","-4,6150234","AVENIDA ESTACION FERROCARRIL, S/N","05004","Tornadizos de Ávila","Ávila","España","NO","NO"
"10409","AREVALO","41,0471235","-4,7019727","CALLE DEPOSITO, S/N","05200","Arévalo","Ávila","España","NO","NO"
"10207","LAS NAVAS DEL MARQUES","40,5892572","-4,3614434","AVENIDA ESTACION FERROCARRIL, S/N","05230","Navas del Marqués, Las","Ávila","España","NO","NO"
"10208","NAVALPERAL","40,5909526","-4,4086162","AVENIDA ESTACION FERROCARRIL, S/N","05240","Navalperal de Pinares","Ávila","España","NO","NO"
"10300","HERRADON-LA CAÑADA","40,599334","-4,4950318","AVENIDA ESTACION FERROCARRIL, S/N","05294","Herradón de Pinares","Ávila","España","NO","NO"
"34007","CRESPOS","40,8700754","-4,9679924","CARRETERA AVP-115 - ESTACION FERROCARRIL, S/N","05300","Crespos","Ávila","España","NO","NO"
"34002","CARDEÑOSA DE AVILA","40,7391956","-4,7507526","CARRETERA ESTACION FERROCARRIL, S/N","05320","Cardeñosa","Ávila","España","NO","NO"
"34005","SAN PEDRO DEL ARROYO","40,8038378","-4,871408","CALLE ESTACION FERROCARRIL, S/N","05350","San Pedro del Arroyo","Ávila","España","NO","NO"
"34008","NARROS DEL CASTILLO","40,8665849","-5,0527564","CARRETERA AVP-627 - ESTACION FERROCARRIL, S/N","05369","Narros del Castillo","Ávila","España","NO","NO"
"37606","BADAJOZ","38,89061","-6,9817556","AVENIDA CAROLINA CORONADO, S/N","06006","Badajoz","Badajoz","España","NO","NO"
"37604","GUADIANA","38,9220809","-6,6899875","CARRETERA BA-034 - ESTACION DE FERROCARRIL, S/N","06186","Guadiana del Caudillo","Badajoz","España","NO","NO"
"40004","ALMENDRALEJO","38,6846701","-6,3997768","CALLE LAGO DE ALANGE, 1A","06200","Almendralejo","Badajoz","España","NO","NO"
"40005","VILLAFRANCA DE LOS BARROS","38,5644983","-6,3520619","AVENIDA ESTACION FERROCARRIL, S/N","06220","Villafranca de los Barros","Badajoz","España","NO","NO"
"40006","LOS SANTOS DE MAIMONA","38,4496301","-6,3616186","CALLE DISEMINADO LA CARRASCA, 5","06230","Santos de Maimona, Los","Badajoz","España","NO","NO"
"40008","ZAFRA FERIA","38,4243825","-6,4099897","BARRIADA ANTONO ZODO, S/N","06300","Zafra","Badajoz","España","NO","NO"
"40100","ZAFRA","38,4138471","-6,405396","AVENIDA ESTACION FERROCARRIL, S/N","06300","Zafra","Badajoz","España","NO","NO"
"42005","FREGENAL DE LA SIERRA","38,1677017","-6,6378417","CARRETERA EX-201 - ESTACION FERROCARRIL, S/N","06340","Fregenal de la Sierra","Badajoz","España","NO","NO"
"37407","DON BENITO","38,9669797","-5,8628364","AVENIDA DE LA CONSTITUCION, 29","06400","Don Benito","Badajoz","España","NO","NO"
"37402","CASTUERA","38,7349783","-5,5417826","CALLE ALEMANIA, 10","06420","Castuera","Badajoz","España","NO","NO"
"37404","CAMPANARIO","38,8534031","-5,6414458","CARRETERA EX-115 - ESTACION FERROCARRIL, S/N","06460","Campanario","Badajoz","España","NO","NO"
"37410","GUAREÑA","38,8968311","-6,1289519","CARRETERA BA-043 - ESTACION DE FERROCARRIL, S/N","06470","Guareña","Badajoz","España","NO","NO"
"37409","VALDETORRES","38,9133481","-6,0694247","CALLE LUIS CHAMIZO, 6","06474","Valdetorres","Badajoz","España","NO","NO"
"37603","MONTIJO","38,9135544","-6,5985619","AVENIDA ESTACION FERROCARRIL, S/N","06480","Montijo","Badajoz","España","NO","NO"
"37608","MONTIJO-EL MOLINO","38,9139742","-6,6182455","CALLE ESTACION FERROCARRIL, S/N","06480","Montijo","Badajoz","España","NO","NO"
"35405","SAN VICENTE DE ALCANTARA","39,3815403","-7,1170664","CARRETERA CC-91 - ESTACION FERROCARRIL, S/N","06500","San Vicente de Alcántara","Badajoz","España","NO","NO"
"37311","CABEZA DEL BUEY","38,723812","-5,2270033","BARRIADA ESTACION, S/N","06600","Cabeza del Buey","Badajoz","España","NO","NO"
"37400","ALMORCHON","38,6966056","-5,2904115","CARRETERA EX-104 - ESTACION FERROCARRIL, S/N","06614","Cabeza del Buey","Badajoz","España","NO","NO"
"37406","VILLANUEVA DE LA SERENA","38,9687822","-5,7963912","CALLE JOSE GALLARDO, 10","06700","Villanueva de la Serena","Badajoz","España","NO","NO"
"37500","MERIDA","38,9213839","-6,343062","CALLE CARDERO, S/N","06800","Mérida","Badajoz","España","NO","NO"
"37600","ALJUCEN","38,9364087","-6,407883","CALLE ESTACION FERROCARRIL, S/N","06800","Aljucén","Badajoz","España","NO","NO"
"40002","CALAMONTE","38,8874922","-6,3826881","AVENIDA DE ESPRONCEDA, S/N","06810","Calamonte","Badajoz","España","NO","NO"
"37611","GARROVILLA-LAS VEGAS","38,9153576","-6,4770663","BARRIADA ESTACION, 2","06870","Garrovilla, La","Badajoz","España","NO","NO"
"40105","LLERENA","38,2376771","-6,0098805","AVENIDA ESTACION FERROCARRIL, 6","06900","Llerena","Badajoz","España","NO","NO"
"40107","FUENTE DEL ARCO","38,1635601","-5,9005181","CARRETERA BAV-1618 - ESTACION FERROCARRIL, S/N","06980","Fuente del Arco","Badajoz","España","NO","NO"
"78805","PLAÇA  DE CATALUNYA","41,3867713","2,16631","PLAÇA DE CATALUNYA, S/N","08002","Barcelona","Barcelona","España","SI","NO"
"79400","BARCELONA-ESTACIO DE FRANÇA","41,3844324","2,1853105","AVENIDA MARQUES DE ARGENTERA, S/N","08003","Barcelona","Barcelona","España","SI","NO"
"71802","BARCELONA-PASSEIG DE GRACIA","41,392338","2,164656","PASSEIG DE GRACIA - ESQUINA ARAGO, S/N","08007","Barcelona","Barcelona","España","SI","NO"
"78804","ARC DE TRIOMF","41,3924353","2,1804163","PASSEIG SANT JOAN, S/N","08010","Barcelona","Barcelona","España","SI","NO"
"71801","BARCELONA-SANTS","41,379335","2,1394773","PLAÇA DELS PAISOS CATALANS, 1 - 7","08014","Barcelona","Barcelona","España","SI","NO"
"79009","BARCELONA-CLOT-ARAGO","41,4095992","2,1905257","PLAZA CANONGE RODO, S/N","08026","Barcelona","Barcelona","España","SI","NO"
"78806","LA SAGRERA-MERIDIANA","41,424371","2,188854","AVINGUDA MERIDIANA, S/N","08027","Barcelona","Barcelona","España","SI","NO"
"78802","SANT ANDREU ARENAL","41,4317406","2,1824497","AVINGUDA MERIDIANA, 416","08030","Barcelona","Barcelona","España","SI","NO"
"79004","BARCELONA-SANT ANDREU COMTAL","41,435673","2,1934035","PLAÇA DE L'ESTACIO, S/N","08030","Barcelona","Barcelona","España","SI","NO"
"78801","TORRE DEL BARO","41,4603746","2,181518","CALLE VALCIVERA, S/N","08033","Barcelona","Barcelona","España","SI","NO"
"78800","MONTCADA-BIFURCACIO","41,470733","2,1793281","CARRER BATERIA, S/N","08041","Montcada i Reixac","Barcelona","España","SI","NO"
"77004","MOLLET-SANTA ROSA","41,5372765","2,2058264","CALLE JOAN MARAGALL, S/N","08100","Mollet del Vallès","Barcelona","España","SI","NO"
"79006","MOLLET-SANT FOST","41,5334106","2,217228","CALLE RONDA ORIENT, 1","08100","Mollet del Vallès","Barcelona","España","SI","NO"
"77002","MONTCADA-RIPOLLET","41,496746","2,181925","CARRER MARIA FORTUNY, S/N","08110","Montcada i Reixac","Barcelona","España","SI","NO"
"78707","MONTCADA I REIXAC-SANTA MARIA","41,483927","2,185392","PASSATGE MANRESA, S/N","08110","Montcada i Reixac","Barcelona","España","SI","NO"
"78708","MONTCADA I REIXAC-MANRESA","41,4837509","2,1855549","CARRETERA VELLA, S/N","08110","Montcada i Reixac","Barcelona","España","SI","NO"
"79005","MONTCADA I REIXAC","41,484248","2,188077","CARRER GENERALITAT, 7","08110","Montcada i Reixac","Barcelona","España","SI","NO"
"79011","LA LLAGOSTA","41,5103531","2,1994129","CALLE ESTACIO FERROCARRIL, S/N","08120","Llagosta, La","Barcelona","España","SI","NO"
"77003","SANTA PERPETUA DE MOGODA","41,5219473","2,1950199","CALLE ESTACION FERROCARRIL, 3","08130","Santa Perpètua de Mogoda","Barcelona","España","SI","NO"
"77005","PARETS DEL VALLES","41,5561401","2,2266276","AVENIDA ESTACION FERROCARRIL, S/N","08150","Parets del Vallès","Barcelona","España","SI","NO"
"79007","MONTMELO","41,5502523","2,2464562","CALLE MIQUEL BIADA, S/N","08160","Montmeló","Barcelona","España","SI","NO"
"72502","SANT CUGAT DEL VALLES","41,4811671","2,0793256","CALLE RONDA DEL NORD, S/N","08190","Sant Cugat del Vallès","Barcelona","España","SI","NO"
"72501","RUBI","41,475602","2,0359923","AVENIDA DE LA ELECTRICITAT, S/N","08191","Rubí","Barcelona","España","SI","NO"
"78704","SABADELL CENTRE","41,5456011","2,1164539","CALLE ALFONSO, S/N","08203","Sabadell","Barcelona","España","SI","NO"
"78703","SABADELL SUD","41,5289702","2,1050239","CALLE COMERCIO, S/N","08204","Sabadell","Barcelona","España","SI","NO"
"78709","SABADELL NORD","41,5620267","2,0970025","PLAZA DE ESPAÑA, S/N","08207","Sabadell","Barcelona","España","SI","NO"
"78705","BARBERA DEL VALLES","41,5131445","2,1183542","PLAZA DE ESPANYA, S/N","08210","Barberà del Vallès","Barcelona","España","SI","NO"
"78700","TERRASSA","41,5702554","2,0144564","PLAÇA DE L'ESTACIO DEL NORTE, S/N","08221","Terrassa","Barcelona","España","SI","NO"
"78710","TERRASSA EST","41,5661808","2,0386845","CARRER D'?LABA, S/N","08227","Terrassa","Barcelona","España","SI","NO"
"78609","VILADECAVALLS","41,5650666","1,9534516","CAMINO DE LA ESTACION, S/N","08232","Viladecavalls","Barcelona","España","SI","NO"
"78610","SANT MIQUEL DE GONTERES","41,5694331","1,9734433","CALLE PASEO DE LOS EUCALIPTUS, S/N","08232","Viladecavalls","Barcelona","España","SI","NO"
"78607","VACARISSES-TORREBLANCA","41,586984","1,917034","PASEO DE LA ESTACION DE TORREBLANCA, S/N","08233","Vacarisses","Barcelona","España","SI","NO"
"78600","MANRESA","41,7204521","1,8267803","CARRETERA MANRESA A ABRERA, S/N","08240","Manresa","Barcelona","España","SI","NO"
"78505","AGUILAR DE SEGARRA","41,738797","1,6237134","CARRETERA BV-3009 - ESTACION FERROCARRIL, 18","08256","Aguilar de Segarra","Barcelona","España","NO","NO"
"78506","RAJADELL","41,732411","1,6986637","CARRETERA BV-3012 - ESTACION FERROCARRIL, S/N","08256","Rajadell","Barcelona","España","NO","NO"
"78503","CALAF","41,7302307","1,5151424","AVENIDA JOSEP MIRO, 1","08280","Calaf","Barcelona","España","NO","NO"
"78504","SEGUERS-SANT PERE SALLAVINERA","41,747882","1,5740043","CARRETERA BV-3051 - ESTACION DE FERROCARRIL, S/N","08281","Calaf","Barcelona","España","NO","NO"
"78502","SANT MARTI SESGUEIOLES","41,7012114","1,4861976","PASSEIG DELS GERMANS FOM, S/N","08282","Sant Martí Sesgueioles","Barcelona","España","NO","NO"
"72503","CERDANYOLA UNIVERSITAT","41,4960945","2,1150336","CARRETERA B-30 - UNIVERSITAT AUTONOMA DE BARCELONA - ESTACION FERROCARRIL, S/N","08290","Cerdanyola del Vallès","Barcelona","España","SI","NO"
"78706","CERDANYOLA DEL VALLES","41,4931904","2,146393","AVENIDA PRIMAVERA, S/N","08290","Cerdanyola del Vallès","Barcelona","España","SI","NO"
"78606","VACARISSES","41,6025004","1,8930548","CALLE PETUNIA, 29","08294","Vacarisses","Barcelona","España","SI","NO"
"78604","SANT VICENÇ DE CASTELLET","41,6688715","1,8617008","PASEO DE PAU CASALLS, S/N","08295","Sant Vicenç de Castellet","Barcelona","España","SI","NO"
"78605","CASTELLBELL I EL VILAR-MONISTROL DE MONTSERRAT","41,628645","1,8681931","CALLE CAMINO DE LA ESTACION, S/N","08296","Castellbell i el Vilar","Barcelona","España","SI","NO"
"79500","MATARO","41,533679","2,4454458","AVENIDA DEL MARESME, S/N","08301","Mataró","Barcelona","España","SI","NO"
"79407","EL MASNOU","41,477027","2,310429","CARRER MOSSEN JACINT VERDAGUER, 1","08320","Masnou, El","Barcelona","España","SI","NO"
"79408","OCATA","41,4788285","2,3200155","CARRETERA N-II - ESTACION FERROCARRIL, S/N","08320","Masnou, El","Barcelona","España","SI","NO"
"79409","PREMIA DE MAR","41,487645","2,3540806","CALLE CAMI REAL, S/N","08330","Premià de Mar","Barcelona","España","SI","NO"
"79410","VILASSAR DE MAR","41,5005719","2,3897035","CALLE SAN JAIME, S/N","08340","Vilassar de Mar","Barcelona","España","SI","NO"
"79412","CABRERA DE MAR-VILASSAR DE MAR","41,506864","2,4013433","AVENIDA DEL MARESME, 1","08349","Vilassar de Mar","Barcelona","España","SI","NO"
"79600","ARENYS DE MAR","41,5776847","2,5492036","PLAYA CASSA, S/N","08350","Arenys de Mar","Barcelona","España","SI","NO"
"79601","CANET DE MAR","41,5865608","2,5811047","CALLE DEL MAR, 11","08360","Canet de Mar","Barcelona","España","SI","NO"
"79603","CALELLA","41,6147387","2,6656214","CALLE ASELMO CLAVE, S/N","08370","Calella","Barcelona","España","SI","NO"
"79605","MALGRAT DE MAR","41,6386953","2,7343186","PASEO LEVANTE, 1","08380","Malgrat de Mar","Barcelona","España","SI","NO"
"79405","MONTGAT","41,4631131","2,2719603","CALLE MARINA, S/N","08390","Montgat","Barcelona","España","SI","NO"
"79406","MONTGAT-NORD","41,4688828","2,2867775","CARRETERA NACIONAL N-II, S/N","08390","Montgat","Barcelona","España","SI","NO"
"79501","SANT ANDREU DE LLAVANERES","41,5552239","2,4982668","CARRETERA N-II - KM 651,5 - ESTACION FERROCARRIL, S/N","08392","Sant Andreu de Llavaneres","Barcelona","España","SI","NO"
"79502","CALDES D'ESTRAC","41,5685224","2,5271529","CALLE EL CALLAO, S/N","08393","Caldes d'Estrac","Barcelona","España","SI","NO"
"79602","SANT POL DE MAR","41,6016378","2,6240904","PLAÇA DE L'ESTACIO, S/N","08395","Sant Pol de Mar","Barcelona","España","SI","NO"
"79604","PINEDA DE MAR","41,6222525","2,6929077","PLAÇA ESTACIO FERROCARRIL, S/N","08397","Pineda de Mar","Barcelona","España","SI","NO"
"79608","SANTA SUSANNA","41,630364","2,716376","PASSEIG MARITIM, S/N","08398","Santa Susanna","Barcelona","España","SI","NO"
"77006","GRANOLLERS-CANOVELLES","41,6113434","2,2772799","CALLE JOAN MARAGALL, S/N","08400","Granollers","Barcelona","España","SI","NO"
"79100","GRANOLLERS-CENTRE","41,599741","2,291247","PLAÇA SERRAT I BONASTRE, S/N","08400","Granollers","Barcelona","España","SI","NO"
"79101","CARDEDEU","41,6356234","2,3589649","CALLE JAIME I, S/N","08440","Cardedeu","Barcelona","España","SI","NO"
"79102","LLINARS DEL VALLES","41,638723","2,4057269","CALLE MONSERRAT CULLEL, S/N","08450","Llinars del Vallès","Barcelona","España","SI","NO"
"79103","PALAUTORDERA","41,6714084","2,4536742","CARRETERA LOCAL BV-5301, KM. 1","08460","Santa Maria de Palautordera","Barcelona","España","SI","NO"
"79104","SANT CELONI","41,6864168","2,4914641","PLAÇA DE L'ESTACIO, S/N","08470","Sant Celoni","Barcelona","España","SI","NO"
"79105","GUALBA","41,7181933","2,5387372","CALLE BARRIO DE LA ESTACIO, S/N","08470","Gualba","Barcelona","España","SI","NO"
"79607","TORDERA","41,7072202","2,719419","AVENIDA DE SAN PEDRO, 91","08490","Tordera","Barcelona","España","SI","NO"
"77109","VIC","41,9310634","2,2489051","PLAZA DEL CENTENARI, 4","08500","Vic","Barcelona","España","SI","NO"
"77100","LES FRANQUESES DEL VALLES","41,6289563","2,2952142","CARRETERA DE RIBAS, 122","08520","Franqueses del Vallès, Les","Barcelona","España","SI","NO"
"79109","LES FRANQUESES-GRANOLLERS NORD","41,6169899","2,2945361","CALLE CARRER ARAGO, S/N","08521","Franqueses del Vallès, Les","Barcelona","España","SI","NO"
"77102","LA GARRIGA","41,686099","2,2888386","CALLE RONDA DE CARRIL, 47","08530","Garriga, La","Barcelona","España","SI","NO"
"77103","FIGARO","41,724218","2,2716195","CALLE ESTACION DE FERROCARRIL, S/N","08530","Figaró-Montmany","Barcelona","España","SI","NO"
"77105","CENTELLES","41,7994546","2,2226634","CALLE MARQUES DE PEÑAPLATA, S/N","08540","Centelles","Barcelona","España","SI","NO"
"77106","BALENYA-ELS HOSTALETS","41,8144863","2,2329795","CALLE ESTACION DE FERROCARRIL, S/N","08554","Balenyà","Barcelona","España","SI","NO"
"77107","BALENYA-TONA-SEVA","41,8417065","2,2473584","CALLE BISBE PERELLO, S/N","08554","Seva","Barcelona","España","SI","NO"
"77110","MANLLEU","41,9998791","2,2693136","CARRER D' EN SANTIAGO RUSIÑOL, 73 - PASSEIG L'ESTACIO FERROCARRIL, S/N","08560","Manlleu","Barcelona","España","SI","NO"
"77111","TORELLO","42,0519852","2,2599796","PLAÇA DE L'ESTACIO, S/N","08570","Torelló","Barcelona","España","SI","NO"
"77112","BORGONYA","42,0646475","2,2419078","CARRETERA BV-5626 - CARRER BORGONYA, S/N","08571","Sant Vicenç de Torelló","Barcelona","España","SI","NO"
"77113","SANT QUIRZE DE BESORA-MONTESQUIU","42,104825","2,217712","CALLE ESTACIO FERROCARRIL, 2","08580","Sant Quirze de Besora","Barcelona","España","SI","NO"
"77104","SANT MARTI DE CENTELLES","41,76036","2,2491296","CALLE ESTACIO DE FERROCARRIL, S/N","08592","Sant Martí de Centelles","Barcelona","España","SI","NO"
"72204","VILAFRANCA DEL PENEDES","41,3422231","1,7067992","PLAÇA DE L'ESTACIO, 4","08720","Vilafranca del Penedès","Barcelona","España","SI","NO"
"72203","ELS MONJOS","41,3146746","1,6599427","LLANO PLA DE LA ESTACIO, S/N","08730","Santa Margarida i els Monjos","Barcelona","España","SI","NO"
"72206","LAVERN-SUBIRATS","41,3957338","1,7694788","CALLE ESTACIO DE LAVERN, S/N","08739","Subirats","Barcelona","España","SI","NO"
"72300","MOLINS DE REI","41,4106681","2,0200844","PLAÇA L'ESTACIO FERROCARRIL, 1","08750","Molins de Rei","Barcelona","España","SI","NO"
"72211","EL PAPIOL","41,4354","2,002539","CARRETERA C-1413A - ESTACION FERROCARRIL, S/N","08754","Papiol, El","Barcelona","España","SI","NO"
"72210","CASTELLBISBAL","41,4732577","1,9679072","CALLE ESTACION DE FERROCARRIL, S/N","08755","Castellbisbal","Barcelona","España","SI","NO"
"72209","MARTORELL","41,4794339","1,9266805","CALLE COMERCIO, 2","08760","Martorell","Barcelona","España","SI","NO"
"72207","SANT SADURNI D'ANOIA","41,4203322","1,7938898","JOAN SALA TUBELLA ESTACIO, S/N","08770","Sant Sadurní d'Anoia","Barcelona","España","SI","NO"
"72208","GELIDA","41,4482158","1,8647788","POL. IND. LA GELIDENSE - ESTACIO FERROCARRIL, S/N","08790","Gelida","Barcelona","España","SI","NO"
"72205","LA GRANADA","41,3639003","1,7341398","CALLE ESTACIO FERROCARRIL, S/N","08792","Granada, La","Barcelona","España","SI","NO"
"71700","VILANOVA I LA GELTRU","41,2201668","1,7305269","PLAZA DE EDUARD MARISTANY, S/N","08800","Vilanova i la Geltrú","Barcelona","España","SI","NO"
"71707","EL PRAT DE LLOBREGAT","41,3314058","2,0906231","AVINGUDA ENRIC PRAT DE LA RIBA, S/N","08820","Prat de Llobregat, El","Barcelona","España","SI","NO"
"72400","AEROPORT","41,3038736","2,0724734","ZONA AEROPUERTO, S/N","08820","Prat de Llobregat, El","Barcelona","España","SI","NO"
"71709","VILADECANS","41,3095952","2,0274562","FINAL CARRER FERROCARRIL, S/N","08840","Viladecans","Barcelona","España","SI","NO"
"71706","GAVA","41,3032321","2,0098046","CALLE SALAMANCA, 1","08850","Gavà","Barcelona","España","SI","NO"
"71704","PLATJA DE CASTELLDEFELS","41,2672389","1,9569472","PASEO DEL FERROCARRIL, S/N","08860","Castelldefels","Barcelona","España","SI","NO"
"71705","CASTELLDEFELS","41,2787584","1,9786173","PLAÇA ESTACIO FERROCARRIL, S/N","08860","Castelldefels","Barcelona","España","SI","NO"
"71701","SITGES","41,2390256","1,8100849","PLAZA EDUARD MARISTANY, S/N","08870","Sitges","Barcelona","España","SI","NO"
"71703","GARRAF","41,2545489","1,9023463","PLAÇA ESTACIO FERROCARRIL, S/N","08871","Sitges","Barcelona","España","SI","NO"
