"CÓDIGO","DESCRIPCION","LATITUD","LONGITUD","DIRECCIÓN","C.P.","POBLACION","PROVINCIA","PAIS","CERCANIAS","FEVE"
"43002","CAMAS","37,4177","-6,040853","CALLE FERNANDO SANCHEZ EMPER, 41","41900","Camas","Sevilla","España","SI","NO"
"43027","SALTERAS","37,410329","-6,099111","CALLE NOGAL, S/N","41909","Salteras","Sevilla","España","SI","NO"
"43026","VALENCINA-SANTIPONCE","37,426725","-6,056528","CALLE ESTACION FERROCARRIL, S/N","41970","Valencina de la Concepción","Sevilla","España","SI","NO"
"51051","ESTADIO OLIMPICO","37,417316","-6,007502","CARRETERA SE-020 - RONDA SUPERNORTE","41970","Sevilla","Sevilla","España","SI","NO"
"82100","SORIA","41,7552817","-2,4754959","CALLE CARRETERA MADRID, S/N","42005","Soria","Soria","España","NO","NO"
"84101","ALMAZAN-VILLA","41,488985","-2,52522","AVENIDA ESTACION FERROCARRIL, 9","42200","Almazán","Soria","España","NO","NO"
"70400","TORRALBA","41,136239","-2,4928288","BARRIO ESTACION FERROCARRIL, S/N","42230","Medinaceli","Soria","España","NO","NO"
"70401","MEDINACELI","41,1652422","-2,4212014","PLAZA ESTACION FERROCARRIL, S/N","42240","Medinaceli","Soria","España","NO","NO"
"70403","ARCOS DE JALON","41,2156614","-2,2776762","PLAZA ESTACION FERROCARRIL, S/N","42250","Arcos de Jalón","Soria","España","NO","NO"
"70404","SANTA MARIA DE HUERTA","41,2639286","-2,1779682","CALLE ESTACION FERROCARRIL, S/N","42260","Santa María de Huerta","Soria","España","NO","NO"
"84104","QUINTANA REDONDA","41,6396602","-2,6096561","CALLE ESTACION FERROCARRIL, S/N","42291","Quintana Redonda","Soria","España","NO","NO"
"84103","TARDELCUENDE","41,5935589","-2,6393367","AVENIDA ESTACION FERROCARRIL, S/N","42294","Tardelcuende","Soria","España","NO","NO"
"71500","TARRAGONA","41,1115634","1,253232","PASSEIG DE ESPANYA, S/N","43004","Tarragona","Tarragona","España","NO","NO"
"71502","ALTAFULLA-TAMARIT","41,1367887","1,3741011","CARRETERA TV-2023 - CARRER DE LA FASSINA - ESTACION FERROCARRIL, S/N","43008","Altafulla","Tarragona","España","NO","NO"
"71400","REUS","41,1604541","1,1001041","PLAÇA DE L'ESTACIO FERROCARRIL, S/N","43203","Reus","Tarragona","España","NO","NO"
"71307","LES BORGES DEL CAMP","41,1664731","1,0221315","CARRER ESTACIO FERROCARRIL, S/N","43350","Borges del Camp, Les","Tarragona","España","NO","NO"
"73008","MONTBLANC","41,3765805","1,1655496","AVINGUDA DE L'ESTACIO, 16","43400","Montblanc","Tarragona","España","NO","NO"
"73006","VIMBODI I POBLET","41,4026952","1,0459896","PASSEIG DEL MESTRE GARCIA, 1","43430","Vimbodí i Poblet","Tarragona","España","NO","NO"
"73007","L'ESPLUGA DE FRANCOLI","41,400627","1,1033167","CAMI L'ESTACIO FERRORARRIL, S/N","43440","Espluga de Francolí, L'","Tarragona","España","NO","NO"
"73010","LA RIBA","41,3184699","1,1812863","CARRETERA TV-7044 - ESTACION FERROCARRIL, S/N","43450","Riba, La","Tarragona","España","NO","NO"
"73101","ALCOVER","41,2615791","1,1741561","PASSEIG DE L' ESTACIO, S/N","43460","Alcover","Tarragona","España","NO","NO"
"73102","LA SELVA DEL CAMP","41,2112675","1,1439237","PASSEIG L'ESTACIO FERROCARRIL, S/N","43470","Selva del Camp, La","Tarragona","España","NO","NO"
"71401","VILA-SECA","41,1128032","1,1503332","CARRER DE GALCERAN DE PINOS, S/N","43480","Vila-seca","Tarragona","España","NO","NO"
"73009","VILAVERD","41,3376004","1,1764993","CALLE CARRERMAYOR, S/N","43490","Vilaverd","Tarragona","España","NO","NO"
"73100","LA PLANA-PICAMOIXONS","41,3060974","1,1949549","CARRETERA T-743 - KM. 553 - ESTACION FERROCARRIL, S/N","43491","Valls","Tarragona","España","NO","NO"
"65400","TORTOSA","40,8072878","0,5230081","CALLE POETA VICENTE I GARCIA, 6 - 12","43500","Tortosa","Tarragona","España","NO","NO"
"65314","ULLDECONA-ALCANAR-LA SENIA","40,5959442","0,4492822","PASSEIG DE L'ESTACIO, S/N","43550","Ulldecona","Tarragona","España","NO","NO"
"72201","EL VENDRELL","41,2182587","1,5359795","CALLE JAUME CARNER, S/N","43700","Vendrell, El","Tarragona","España","SI","NO"
"72202","L'ARBOÇ","41,2738229","1,6001033","CALLE DEL FERROCARRIL, S/N","43702","Arboç, L'","Tarragona","España","SI","NO"
"71210","FLIX","41,229399","0,5400743","PLAÇA SANT JAUME, S/N","43750","Flix","Tarragona","España","NO","NO"
"04104","CAMP DE TARRAGONA","41,1921826","1,273878","CALLE MAS L HEREUET, S/N","43765","Tarragona","Tarragona","España","NO","NO"
"71300","MORA LA NOVA","41,1065208","0,653247","CAMI L'ESTACIO FERROCARRIL, S/N","43770","Móra la Nova","Tarragona","España","NO","NO"
"71306","RIUDECANYES-BOTARELL","41,1400222","0,9756851","CARRETERA T-3131 - ESTACION FERROCARRIL, S/N","43771","Riudecanyes","Tarragona","España","NO","NO"
"71305","DUESAIGÜES-L'ARGENTERA","41,1436386","0,9208351","CARRETERA T-343 - ESTACION FERROCARRIL, S/N","43773","Argentera, L'","Tarragona","España","NO","NO"
"71304","PRADELL","41,133329","0,8586158","CARRETERA TV-3223 - ESTACION FERROCARRIL, S/N","43774","Pradell de la Teixeta","Tarragona","España","NO","NO"
"71303","MARÇA-FALSET","41,1308992","0,8103526","CARRETERA T-300 - ESTACION FERROCARRIL, S/N","43775","Marçà","Tarragona","España","NO","NO"
"71302","CAPÇANES","41,1020781","0,780339","CARRETERA TV-3002 - CARRER DE LLABERIA - ESTACION FERROCARRIL, S/N","43776","Capçanes","Tarragona","España","NO","NO"
"71301","ELS GUIAMETS","41,095923","0,7476965","CARRETERA TV-3031 - ESTACION FERROCARRIL, S/N","43777","Guiamets, Els","Tarragona","España","NO","NO"
"71208","FAIO-LA POBLA DE MASSALUCA","41,2250145","0,3510729","CARRETERA TV-7231 - ESTACION DE FERROCARRIL, S/N","43783","Pobla de Massaluca, La","Tarragona","España","NO","NO"
"71209","RIBA-ROJA D'EBRE","41,2485589","0,4810704","CARRETERA TV-7411 - ESTACION FERROCARRIL, S/N","43790","Riba-roja d'Ebre","Tarragona","España","NO","NO"
"71211","ASCO","41,1823587","0,5690063","PLAÇA DE L'ESTACIO, S/N","43791","Ascó","Tarragona","España","NO","NO"
"76004","VALLS","41,2895851","1,2587537","PLAÇA DE L'ESTACIO, S/N","43800","Valls","Tarragona","España","NO","NO"
"71601","CALAFELL","41,1895998","1,5745238","CALLE ESTACION FERROCARRIL, S/N","43820","Calafell","Tarragona","España","SI","NO"
"71503","TORREDEMBARRA","41,1427985","1,4057036","PASSEIG DE MIRAMAR, 118","43830","Torredembarra","Tarragona","España","NO","NO"
"65410","SALOU","41,0774589","1,1291961","CALLE CARLES ROIG, S/N","43840","Salou","Tarragona","España","NO","NO"
"65411","PORT AVENTURA","41,0891944","1,1463882","AVENIDA JOAN FUSTER, S/N","43840","Salou","Tarragona","España","NO","NO"
"65409","CAMBRILS","41,069347","1,0529506","AVENIDA VIRGEN DE MONTSERRAT, S/N","43850","Cambrils","Tarragona","España","NO","NO"
"65405","L'AMETLLA DE MAR","40,8861982","0,8004373","CARRER GOYA, S/N","43860","Ametlla de Mar, L'","Tarragona","España","NO","NO"
"71600","SANT VICENÇ DE CALDERS","41,1861054","1,5245117","CALLE ESTACIO FERROCARRIL, S/N","43880","Vendrell, El","Tarragona","España","SI","NO"
"71603","CUNIT","41,1949866","1,631522","CALLE ESTACION DE FERROCARRIL, S/N","43881","Cunit","Tarragona","España","SI","NO"
"71602","SEGUR DE CALAFELL","41,1925946","1,6061204","CALLE BAIXADOR, S/N","43882","Calafell","Tarragona","España","SI","NO"
"72100","RODA DE BARA","41,1839275","1,4401676","CARRETERA TV-2401 - ESTACION DE FERROCARRIL, S/N","43883","Roda de Berà","Tarragona","España","NO","NO"
"72101","RODA DE MAR","41,1864363","1,4555183","CARRER LES FLORES, S/N","43883","Roda de Berà","Tarragona","España","NO","NO"
"76001","SALOMO","41,2234726","1,3766084","CARRETERA T-202 - ESTACION FERROCARRIL, S/N","43885","Salomó","Tarragona","España","NO","NO"
"76002","VILABELLA","41,2395538","1,3174915","CARRETERA TV-2032 - ESTACION FERROCARRIL, S/N","43886","Vilabella","Tarragona","España","NO","NO"
"76003","NULLES-BRAFIM","41,2503055","1,2975247","PASSEIG L'ESTACIO FERROCARRIL, 1","43887","Nulles","Tarragona","España","NO","NO"
"65407","L'HOSPITALET DE L'INFANT","40,9958894","0,9207072","CARRER L'ESTACIO FERROCARRIL, S/N","43890","Vandellòs i l'Hospitalet de l'Infant","Tarragona","España","NO","NO"
"65408","MONT-ROIG DEL CAMP","41,0449873","0,9906773","CARRETERA N-340 - PARTIDA POBLAS, S/N","43892","Mont-roig del Camp","Tarragona","España","NO","NO"
"65403","CAMARLES-DELTEBRE","40,774744","0,671661","CALLE ESTACION FERROCARRIL, S/N","43894","Camarles","Tarragona","España","NO","NO"
"65404","L'AMPOLLA-PERELLO-DELTEBRE","40,8120007","0,7082488","PLAÇA FRANCESC MACIA, S/N","43895","Ampolla, L'","Tarragona","España","NO","NO"
"65402","L'ALDEA-AMPOSTA-TORTOSA","40,7535546","0,6142432","CALLE ARRABAL DE RAMON, S/N","43896","Aldea, L'","Tarragona","España","NO","NO"
"65401","CAMP-REDO","40,7591771","0,5558199","CALLE ESTACIO DE FERROCARRIL, S/N","43897","Tortosa","Tarragona","España","NO","NO"
"67200","TERUEL","40,3410032","-1,1103442","CALLE CAMINO DE LA ESTACION, S/N","44001","Teruel","Teruel","España","NO","NO"
"67021","CALAMOCHA","40,9034355","-1,3004167","CARRETERA N-234 - ESTACION FERROCARRIL, S/N","44200","Calamocha","Teruel","España","NO","NO"
"67113","MONREAL DEL CAMPO","40,7965976","-1,3565684","CALLE TERUEL, S/N","44300","Monreal del Campo","Teruel","España","NO","NO"
"67100","CAMINREAL-FUENTES CLARAS","40,8504763","-1,3380704","CARRETERA CV-4301 - ESTACION FERROCARRIL, S/N","44350","Caminreal","Teruel","España","NO","NO"
"67105","SANTA EULALIA DEL CAMPO","40,5728311","-1,3130623","BARRIO ESTACION FERROCARRIL, 8","44360","Santa Eulalia","Teruel","España","NO","NO"
"67107","CELLA","40,4552778","-1,2447801","CALLE ESTACION FERROCARRIL, S/N","44370","Cella","Teruel","España","NO","NO"
"67101","TORRIJO DEL CAMPO","40,8260035","-1,3405037","CALLE ALEMANIA, S/N","44393","Torrijo del Campo","Teruel","España","NO","NO"
"67103","VILLAFRANCA DEL CAMPO","40,684065","-1,3578996","CARRETERA TE-V-9024 - ESTACION FERROCARRIL, S/N","44394","Villafranca del Campo","Teruel","España","NO","NO"
"67202","PUERTO ESCANDON","40,2732626","-0,9845119","CARRETERA N-234, KM. 103 - ESTACION FERROCARRIL, S/N","44442","Puebla de Valverde, La","Teruel","España","NO","NO"
"67203","PUEBLA DE VALVERDE","40,2123416","-0,9438361","CARRETERA TE-620 - CAMINO ESTACION FERROCARRIL, S/N","44450","Puebla de Valverde, La","Teruel","España","NO","NO"
"67205","SARRION","40,1462637","-0,8234154","CALLE CAMINO DE LA ESTACION, S/N","44460","Sarrión","Teruel","España","NO","NO"
"67206","MORA DE RUBIELOS","40,117977","-0,7733837","CALLE ESTACION FERROCARRIL MORA, 1","44477","Mora de Rubielos","Teruel","España","NO","NO"
"67207","RUBIELOS DE MORA","40,1106445","-0,7408539","CARRETERA TE-V-6005 - ESTACION FERROCARRIL, S/N","44477","Rubielos de Mora","Teruel","España","NO","NO"
"67017","FERRERUELA","41,0634645","-1,2379394","CARRETERA A-2510 - ESTACION DE FERROCARRIL, S/N","44490","Ferreruela de Huerva","Teruel","España","NO","NO"
"67016","VILLAHERMOSA","41,1085134","-1,2398555","CARRETERA TE-17 - ESTACION FERROCARRIL, S/N","44494","Villahermosa del Campo","Teruel","España","NO","NO"
"67018","CUENCABUENA","41,0093948","-1,2546971","CARRETERA TE-19 - ESTACION FERROCARRIL, S/N","44495","Calamocha","Teruel","España","NO","NO"
"67019","LECHAGO","40,9576557","-1,2690956","AUTOVIA MUDEJAR A-23 - ESTACION FERROCARRIL, S/N","44495","Calamocha","Teruel","España","NO","NO"
"67020","NAVARRETE","40,9368706","-1,2616324","CARRETERA A-2512 - ESTACION FERROCARRIL, S/N","44496","Calamocha","Teruel","España","NO","NO"
"71200","LA PUEBLA DE HIJAR","41,224432","-0,438385","PLAZA DEL REINO DE ARAGON, 1","44510","Puebla de Híjar, La","Teruel","España","NO","NO"
"71201","SAMPER","41,1822141","-0,3687029","CARRETERA ESTACION FERROCARRIL, S/N","44520","Samper de Calanda","Teruel","España","NO","NO"
"92102","TOLEDO","39,8623647","-4,0112049","CALLE PASEO DE LA ROSA, S/N","45006","Toledo","Toledo","España","NO","NO"
"35005","ILLESCAS","40,1208723","-3,8423354","PASEO ESTACION FERROCARRIL, S/N","45200","Illescas","Toledo","España","NO","NO"
"66002","OCAÑA","39,9646427","-3,48602","CALLE ESTACION FERROCARRIL, S/N","45300","Ocaña","Toledo","España","NO","NO"
"66001","ONTIGOLA","40,0016342","-3,5736938","CALLE CAMINO ESTACION FERROCARRIL, S/N","45340","Ontígola","Toledo","España","NO","NO"
"66003","NOBLEJAS","39,9725107","-3,4426771","PASEO ESTACION FERROCARRIL, S/N","45350","Noblejas","Toledo","España","NO","NO"
"66004","VILLARRUBIA DE SANTIAGO","39,9662691","-3,367264","CALLE ESTACION FERROCARRIL, S/N","45360","Villarrubia de Santiago","Toledo","España","NO","NO"
"66005","SANTA CRUZ DE LA ZARZA","39,9729183","-3,1809388","AVENIDA CASTILLA LA MANCHA, S/N","45370","Santa Cruz de la Zarza","Toledo","España","NO","NO"
"35105","TORRIJOS","39,9789578","-4,2830853","AVENIDA ESTACION FERROCARRIL, S/N","45500","Torrijos","Toledo","España","NO","NO"
"35107","ERUSTES","39,9495218","-4,4875523","AVENIDA ESTACION FERROCARRIL, S/N","45540","Erustes","Toledo","España","NO","NO"
"35203","OROPESA DE TOLEDO","39,9217431","-5,1861473","AVENIDA ESTACION FERROCARRIL, S/N","45560","Oropesa","Toledo","España","NO","NO"
"35200","TALAVERA DE LA REINA","39,9706129","-4,826512","PASEO ESTACION FERROCARRIL, S/N","45600","Talavera de la Reina","Toledo","España","NO","NO"
"35109","MONTEARAGON","39,9608322","-4,6465299","PLAZA ESTACION FERROCARRIL, S/N","45685","Montearagón","Toledo","España","NO","NO"
"60203","VILLASEQUILLA","39,8794911","-3,7285349","PASEO ESTACION FERROCARRIL, S/N","45740","Villasequilla","Toledo","España","NO","NO"
"60206","TEMBLEQUE","39,7224617","-3,4970336","CALLE CAMINO DE LA CELADILLA, S/N","45770","Tembleque","Toledo","España","NO","NO"
"60207","EL ROMERAL","39,6940137","-3,4300228","PLAZA ESQUINA DEL CRISTINO, S/N","45770","Romeral, El","Toledo","España","NO","NO"
"60301","QUERO","39,5041874","-3,2660226","CARRETERA ESTACION FERROCARRIL, S/N","45790","Quero","Toledo","España","NO","NO"
"60300","VILLACAÑAS","39,6219519","-3,3301228","PASEO ESTACION FERROCARRIL, S/N","45860","Villacañas","Toledo","España","NO","NO"
"03216","VALENCIA JOAQUIN SOROLLA","39,4600028","-0,3813222","CALLE SAN VICENTE MARTIR, 171","46007","Valencia","Valencia/Valéncia","España","NO","NO"
"65000","VALENCIA-ESTACIO DEL NORD","39,4669226","-0,3771506","CALLE XATIVA, 24","46007","Valencia","Valencia/Valéncia","España","SI","NO"
"66212","VALENCIA SANT ISIDRE","39,4527445","-0,4058084","CALLE DELS GREMIS, S/N","46014","Valencia","Valencia/Valéncia","España","SI","NO"
"65003","VALENCIA-CABANYAL","39,4700954","-0,334666","AVENIDA BLASCO IBAÑEZ, S/N","46022","Valencia","Valencia/Valéncia","España","SI","NO"
"65002","VALENCIA-LA FONT DE SANT LLUIS","39,4411351","-0,3660763","AVENIDA AUSIAS MARCH, S/N","46026","Valencia","Valencia/Valéncia","España","SI","NO"
"67216","ALGIMIA-CIUDAD","39,7460335","-0,3672437","CARRER PICAIO, S/N","46148","Algimia de Alfara","Valencia/Valéncia","España","SI","NO"
"67223","GILET","39,6793275","-0,3202243","CALLE DESPOBLADO, S/N","46149","Gilet","Valencia/Valéncia","España","SI","NO"
"66200","UTIEL","39,5713077","-1,2031789","CALLE ACTOR RABAL, S/N","46300","Utiel","Valencia/Valéncia","España","SI","NO"
"66113","LAS CUEVAS","39,6194064","-1,2841209","CALLE ESTACION FERROCARRIL, S/N","46313","Utiel","Valencia/Valéncia","España","NO","NO"
"66112","CAMPORROBLES","39,6448311","-1,40283","CALLE ESTACION FERROCARRIL, 1","46330","Camporrobles","Valencia/Valéncia","España","NO","NO"
"03213","REQUENA-UTIEL","39,5217269","-1,1346669","AUTOVIA A3 - SALIDA 285","46340","Requena","Valencia/Valéncia","España","NO","NO"
"66202","REQUENA","39,4914373","-1,1048262","CALLE FERROCARRIL, S/N","46340","Requena","Valencia/Valéncia","España","SI","NO"
"66203","EL REBOLLAR","39,4774601","-1,0111342","CALLE DESPOBLADO, S/N","46340","Requena","Valencia/Valéncia","España","SI","NO"
"66206","BUÑOL","39,4273336","-0,7875467","CALLE ESTACION FERROCARRIL, S/N","46370","Buñol","Valencia/Valéncia","España","SI","NO"
"66207","CHIVA","39,4706442","-0,7232841","AVENIDA ESTACION FERROCARRIL, S/N","46370","Chiva","Valencia/Valéncia","España","SI","NO"
"66208","CHESTE","39,4902567","-0,6876734","PLAZA MAESTRO SERRANO, 2","46380","Cheste","Valencia/Valéncia","España","SI","NO"
"66210","CIRCUIT RICARDO TORMO","39,495419","-0,624782","CARRETERA CV-383 - ESTACION FERROCARRIL, S/N","46380","Buñol","Valencia/Valéncia","España","SI","NO"
"66201","SAN ANTONIO DE REQUENA","39,5228311","-1,1505117","CALLE ESTACION FERROCARRIL, S/N","46390","Requena","Valencia/Valéncia","España","SI","NO"
"66204","SIETE AGUAS","39,4572872","-0,9023037","CALLE ESTACION DE FERROCARRIL, S/N","46392","Siete Aguas","Valencia/Valéncia","España","SI","NO"
"66205","VENTA MINA-SIETE AGUAS","39,454073","-0,870661","CARRETERA N-III - ESTACION DE FERROCARRIL, S/N","46392","Buñol","Valencia/Valéncia","España","SI","NO"
"66209","LORIGUILLA-REVA","39,4857211","-0,5673002","POLIGONO NUMERO 2 - ESTACION FERRORACCIL, S/N","46393","Loriguilla","Valencia/Valéncia","España","SI","NO"
"69104","CULLERA","39,177862","-0,263263","CARRETERA CV-5040 - ESTACION FERROCARRIL, S/N","46400","Cullera","Valencia/Valéncia","España","SI","NO"
"69103","SUECA","39,205606","-0,307813","PASEO ESTACION FERROCARRIL, S/N","46410","Sueca","Valencia/Valéncia","España","SI","NO"
"69102","SOLLANA","39,2773128","-0,3764178","CALLE SAN VICENTE, 1","46430","Sollana","Valencia/Valéncia","España","SI","NO"
"69101","EL ROMANI","39,3008731","-0,3929023","CALLE DESPOBLADO, S/N","46439","Sollana","Valencia/Valéncia","España","SI","NO"
"64107","BENIFAIO","39,2865962","-0,4300849","PLAZA ESTACION FERROCARRIL, S/N","46450","Benifaió","Valencia/Valéncia","España","SI","NO"
"64200","SILLA","39,3605117","-0,4159142","CALLE ESTACION FERROCARRIL, S/N","46460","Silla","Valencia/Valéncia","España","SI","NO"
"64201","CATARROJA","39,3994659","-0,3994599","RONDA DEL ESTE, S/N","46470","Catarroja","Valencia/Valéncia","España","SI","NO"
"64202","MASSANASSA","39,4088749","-0,3954941","CALLE GARCIA LORCA, S/N","46470","Massanassa","Valencia/Valéncia","España","SI","NO"
"65200","SAGUNT","39,6750135","-0,271815","CARRETERA N-340 - ESTACION FERROCARRIL, S/N","46500","Sagunto/Sagunt","Valencia/Valéncia","España","SI","NO"
"65201","LES VALLS","39,7186018","-0,2401644","CALLE DESPOBLADO, S/N","46500","Sagunto/Sagunt","Valencia/Valéncia","España","SI","NO"
"65008","PUÇOL","39,6211074","-0,3024345","CALLE FELIPE SEBASTIAN, S/N","46530","Puçol","Valencia/Valéncia","España","SI","NO"
"65007","EL PUIG","39,5873418","-0,3117602","CALLE CAMINO ESTACION FERROCARRIL, S/N","46540","Puig de Santa Maria, el","Valencia/Valéncia","España","SI","NO"
"65001","ROCA-CUPER","39,5441373","-0,320388","CALLE FERROCARRIL, S/N","46550","Meliana","Valencia/Valéncia","España","SI","NO"
"65005","ALBUIXECH","39,5441373","-0,320388","AVENIDA VIRGEN ALBUIXECH, 23","46550","Albuixech","Valencia/Valéncia","España","SI","NO"
"65006","MASSALFASSAR","39,5550512","-0,318312","CARRER ESTACIO FERROCARRIL, S/N","46560","Massalfassar","Valencia/Valéncia","España","SI","NO"
"67221","ESTIVELLA-ALBALAT DELS TARONGERS","39,7063846","-0,3482865","AVENIDA CAMP DE MORVEDRE, S/N","46590","Estivella","Valencia/Valéncia","España","SI","NO"
"64104","ALZIRA","39,1519351","-0,4512296","CALLE ESTACION FERROCARRIL, S/N","46600","Alzira","Valencia/Valéncia","España","SI","NO"
"64003","MOIXENT","38,8758648","-0,7573129","CALLE ESTACION DE FERROCARRIL, S/N","46640","Mogente/Moixent","Valencia/Valéncia","España","SI","NO"
"64007","L'ENOVA-MANUEL","39,046208","-0,491565","CARRER BONAVISTA, 42","46660","Manuel","Valencia/Valéncia","España","SI","NO"
"64102","LA POBLA LLARGA","39,0468553","-0,4919616","BARRIO ESTACION FERROCARRIL, S/N","46670","Pobla Llarga, la","Valencia/Valéncia","España","SI","NO"
"64105","ALGEMESI","39,1945808","-0,4407954","CALLE ESTACION FERROCARRIL, S/N","46680","Algemesí","Valencia/Valéncia","España","SI","NO"
"64006","L'ALCUDIA","38,9692953","-0,5866583","CALLE PINTOR SOROLLA, S/N","46690","Alcúdia de Crespins, l'","Valencia/Valéncia","España","SI","NO"
"64004","VALLADA","38,908988","-0,689953","AVENIDA DE L'ANTIGA ESTACIO, 3","46691","Vallada","Valencia/Valéncia","España","SI","NO"
"64005","MONTESA","38,941764","-0,642235","CALLE ESTACION DE FERROCARRIL, S/N","46692","Montesa","Valencia/Valéncia","España","SI","NO"
"69110","GANDIA","38,9703239","-0,1799097","PARC L'ESTACIO FERROCARRIL, S/N","46700","Gandia","Valencia/Valéncia","España","SI","NO"
"69111","PLATJA I GRAU DE GANDIA","38,983932","-0,168872","AVINGUDA D'EUROPA, S/N","46730","Gandia","Valencia/Valéncia","España","SI","NO"
"64103","CARCAIXENT","39,1182487","-0,4547076","GLORIETA ESTACION FERROCARRIL, S/N","46740","Carcaixent","Valencia/Valéncia","España","SI","NO"
"69105","TAVERNES DE LA VALLDIGNA","39,0789696","-0,2262717","CALLE ESTACION DE FERROCARRIL, S/N","46760","Tavernes de la Valldigna","Valencia/Valéncia","España","SI","NO"
"69107","XERACO","39,0262924","-0,2146258","CALLE ESTACION FERROCARRIL, S/N","46770","Xeraco","Valencia/Valéncia","España","SI","NO"
"64100","XATIVA","38,9918333","-0,5253742","PLAÇA DE L'ESTACIO, S/N","46800","Xàtiva","Valencia/Valéncia","España","SI","NO"
"69002","BENIGANIM","38,9384428","-0,4531915","AVENIDA BALNEARI DE BELLUS, S/N","46830","Benigànim","Valencia/Valéncia","España","NO","NO"
"69003","LA POBLA DEL DUC","38,915336","-0,4454842","CALLE ESTACION FERROCARRIL, S/N","46840","Pobla del Duc, la","Valencia/Valéncia","España","NO","NO"
"69006","ALBAIDA","38,8456849","-0,5182685","CALLE ESTACION FERROCARRIL, S/N","46860","Albaida","Valencia/Valéncia","España","NO","NO"
"69008","ONTINYENT","38,8095064","-0,6025968","CARRETERA CV-6620 - POLIGONO URBANO, 2","46870","Ontinyent","Valencia/Valéncia","España","NO","NO"
"69007","AGULLENT","38,8305232","-0,551209","CALLE ESTACION FERROCARRIL, S/N","46890","Agullent","Valencia/Valéncia","España","NO","NO"
"69005","BUFALI","38,8673771","-0,5104955","CALLE ESTACION FERROCARRIL, S/N","46891","Bufali","Valencia/Valéncia","España","NO","NO"
"69004","MONTABERNER","38,8840538","-0,4915503","AVENIDA ESTACION FERROCARRIL, 20","46892","Montaverner","Valencia/Valéncia","España","NO","NO"
"69001","GENOVES","38,9741833","-0,4851401","CALLE ESTACION FERROCARRIL, S/N","46894","Genovés","Valencia/Valéncia","España","NO","NO"
"64203","ALFAFAR-BENETUSSER","39,4218996","-0,3930134","DOCTOR ANTONIO MUÑOZ, S/N","46910","Benetússer","Valencia/Valéncia","España","SI","NO"
"66214","XIRIVELLA-ALQUERIES","39,4597864","-0,4473898","CARRER DE JOAN FUSTER, S/N","46950","Xirivella","Valencia/Valéncia","España","SI","NO"
"69200","XIRIVELLA-L'ALTER","39,4639487","-0,420941","AVENIDA RIO TURIA, S/N","46950","Xirivella","Valencia/Valéncia","España","SI","NO"
"66211","ALDAIA","39,4614203","-0,4612243","CARRER LLUIS PORTAVELLA, 1","46960","Aldaia","Valencia/Valéncia","España","SI","NO"
"10600","VALLADOLID-CAMPO GRANDE","41,6422174","-4,7269748","CALLE RECONDO, S/N","47007","Valladolid","Valladolid","España","NO","NO"
"10610","VALLADOLID UNIVERSIDAD","41,6603","-4,704194","CARRETERA JUAN CARLOS I, S/N","47011","Valladolid","Valladolid","España","NO","NO"
"10504","VIANA","41,5240754","-4,7545409","CALLE ESTACION FERROCARRIL, S/N","47150","Viana de Cega","Valladolid","España","NO","NO"
"10501","POZALDEZ","41,3673544","-4,8360354","CALLE ESTACION FERROCARRIL, S/N","47220","Pozaldez","Valladolid","España","NO","NO"
"10502","MATAPOZUELOS","41,4219131","-4,8013828","CALLE CAMINO ESTACION FERROCARRIL, S/N","47230","Matapozuelos","Valladolid","España","NO","NO"
"10503","VALDESTILLAS","41,4887255","-4,7729556","AVENIDA VALLADOLID, S/N","47240","Valdestillas","Valladolid","España","NO","NO"
"10602","CABEZON DEL PISUERGA","41,7372984","-4,6513243","CALLE ESTACION FERROCARRIL, S/N","47260","Cabezón de Pisuerga","Valladolid","España","NO","NO"
"10603","CORCOS-AGUILAREJO","41,7663972","-4,6233663","CAMINO ESTACION FERROCARRIL, S/N","47281","Corcos","Valladolid","España","NO","NO"
"10604","CUBILLAS DE SANTA MARTA","41,8089815","-4,5796172","CALLE CAMINO DEL APEADERO, S/N","47290","Cubillas de Santa Marta","Valladolid","España","NO","NO"
"08240","MEDINA DEL CAMPO A.V.","41,2914","-4,9227","CARRETERA VP-8904 DE LAS SALINAS, KM 1,500","47400","Medina del Campo","Valladolid","España","NO","NO"
"10500","MEDINA DEL CAMPO","41,3172763","-4,9096181","AVENIDA ESTACION FERROCARRIL, 27","47400","Medina del Campo","Valladolid","España","NO","NO"
"32001","CAMPILLO","41,259589","-5,0178259","CALLE CAMINO CEMENTERIO, S/N","47460","Campillo, El","Valladolid","España","NO","NO"
"32002","EL CARPIO","41,2154451","-5,114406","PASEO ISIDORA CARBONERA CALLE HUERTA, 11","47470","Carpio","Valladolid","España","NO","NO"
"32003","FRESNO EL VIEJO","41,1901362","-5,1379807","CALLE CANDIDO SANCHEZ, 26","47480","Fresno el Viejo","Valladolid","España","NO","NO"
"31002","NAVA DEL REY","41,3347534","-5,0767733","CALLE JUAN ANTONIO CARMONA, 5","47500","Nava del Rey","Valladolid","España","NO","NO"
"05451","BILBAO-LA CONCORDIA","43,259998","-2,926286","BAILEN KALEA, 2","48003","Bilbao","Bizkaia","España","NO","SI"
"13114","OLLARGAN","43,242449","-2,916527","SANTA ISABEL KALEA, 52","48003","Arrigorriaga","Bizkaia","España","SI","NO"
"13119","LA PEÑA DE BILBAO","43,24018","-2,924057","MALMASIN KALEA, 2","48003","Bilbao","Bizkaia","España","SI","NO"
